	Dekker_et_al_individual2_CHX	Dekker_et_al_individual2_untreated	Dekker_et_al_individual4_CHX	Dekker_et_al_individual4_untreated	Dekker_et_al_individual3_CHX	Dekker_et_al_individual3_untreated	Dekker_et_al_individual1_CHX	Dekker_et_al_individual1_untreated	Dekker_et_al_individual5_CHX	Dekker_et_al_individual5_untreated	Dekker_et_al_individual9_CHX	Dekker_et_al_individual9_untreated	Dekker_et_al_individual7_CHX	Dekker_et_al_individual7_untreated	Dekker_et_al_individual8_CHX	Dekker_et_al_individual8_untreated	Dekker_et_al_individual6_CHX	Dekker_et_al_individual6_untreated
chr3_50608535_50608763_HEMK1-NM_001317851.1	64	171	87	186	318	275	302	254	130	200	375	375	209	939	171	177	210	225
chr3_50609140_50609232_HEMK1-NM_001317851.1	43	125	87	169	217	235	250	197	127	155	275	298	185	762	121	142	160	184
chr3_50609545_50609639_HEMK1-NM_001317851.1	44	118	78	149	217	228	241	198	110	150	301	270	175	667	107	145	137	180
chr3_50614482_50614617_HEMK1-NM_001317851.1	53	114	93	171	238	245	262	191	126	183	349	317	201	858	114	163	149	177
chr3_50614939_50615004_HEMK1-NM_001317851.1	41	96	71	140	226	187	214	133	104	146	276	262	145	774	89	125	115	138
chr3_50615256_50615306_HEMK1-NM_001317851.1	28	73	64	121	166	153	147	120	71	110	213	220	105	548	65	93	88	125
chr3_50616251_50616357_HEMK1-NM_001317851.1	37	86	70	168	214	215	199	172	102	147	293	300	145	707	78	129	129	169
chr3_50617274_50617370_HEMK1-NM_001317851.1	32	98	63	167	196	189	179	171	94	151	294	266	150	738	75	121	125	144
chr3_50617546_50617660_HEMK1-NM_001317851.1	26	92	49	126	170	150	136	136	60	125	227	219	126	603	63	101	97	119
chr3_50617811_50617845_HEMK1-NM_001317851.1	16	59	36	67	95	108	76	72	33	71	133	140	69	360	42	56	68	72
chr3_56657067_56657594_TASOR-NM_001365636.2	287	297	466	327	924	374	1097	305	693	352	1861	517	1010	1268	756	416	751	282
chr3_56657818_56657871_TASOR-NM_001365638.2	104	98	176	133	313	143	510	88	258	127	740	199	357	385	304	117	289	72
chr3_56658506_56658671_TASOR-NM_001365638.2	166	153	288	221	496	216	803	159	442	196	1095	305	536	640	482	217	465	139
chr3_56658855_56659034_TASOR-NM_001365638.2	157	132	241	193	479	208	699	153	415	172	1011	261	508	689	471	204	426	117
chr3_56661064_56661173_TASOR-NM_001365638.2	129	101	191	172	413	160	506	137	282	129	850	218	424	585	379	168	332	93
chr3_56661609_56661769_TASOR-NM_001365638.2	164	134	242	215	486	175	607	153	401	137	1049	274	536	718	459	230	369	118
chr3_56662519_56662642_TASOR-NM_001365638.2	130	110	188	183	376	144	531	125	372	98	895	215	425	592	375	207	294	105
chr3_56667071_56667871_TASOR-NM_001365638.2	483	446	743	602	1334	548	1995	441	1037	385	2854	798	1395	1808	1257	582	1035	476
chr3_56667071_56667994_TASOR-NM_001365635.2	522	490	817	649	1468	604	2143	477	1120	431	3090	875	1489	2018	1352	647	1132	522
chr3_56672733_56672793_TASOR-NM_001365636.2	97	96	177	133	290	109	371	92	186	93	563	160	305	439	226	133	216	102
chr3_56674013_56674158_TASOR-NM_001365638.2	140	133	232	180	409	164	544	142	234	135	806	208	379	511	334	177	295	122
chr3_56675376_56675780_TASOR-NM_001365638.2	253	296	457	370	913	373	1164	289	499	281	1610	441	727	988	723	373	608	260
chr3_56680549_56681251_TASOR-NM_001365638.2	307	330	525	422	999	439	1333	328	724	325	2016	548	948	1145	933	440	856	300
chr3_56682849_56682921_TASOR-NM_001365638.2	80	79	112	100	266	113	311	72	183	83	439	143	216	283	247	119	210	57
chr3_56683012_56683085_TASOR-NM_001365638.2	76	77	122	98	277	108	316	71	173	84	448	148	227	298	225	126	210	63
chr3_56694758_56694862_TASOR-NM_001365638.2	96	96	147	110	307	134	374	112	200	93	582	169	285	367	269	142	258	77
chr3_56694941_56695017_TASOR-NM_015224.3	76	87	131	101	231	98	319	101	173	67	490	151	233	310	228	105	223	62
chr3_56694941_56695045_TASOR-NM_001365638.2	80	93	146	108	259	103	347	111	187	75	553	170	254	338	261	120	241	67
chr3_56696412_56696518_TASOR-NM_001365638.2	62	91	116	86	216	86	262	89	160	85	444	157	225	292	204	112	168	74
chr3_56697568_56697600_TASOR-NM_001365638.2	66	58	102	62	201	70	235	56	134	58	378	107	181	222	175	81	132	56
chr3_56700287_56700412_TASOR-NM_001365638.2	98	73	120	98	236	101	343	93	179	96	476	152	242	310	191	143	164	91
chr3_56702424_56702586_TASOR-NM_001365638.2	138	113	176	127	333	125	503	130	264	124	717	210	337	502	264	200	253	113
chr3_56703727_56703819_TASOR-NM_001365638.2	149	129	148	115	324	114	441	121	241	88	683	192	320	449	250	158	235	100
chr3_56704100_56704173_TASOR-NM_001365638.2	129	102	129	111	250	96	344	103	182	72	577	172	233	356	202	135	187	80
chr3_56705627_56705720_TASOR-NM_001365638.2	127	103	151	118	301	107	412	109	221	73	632	181	281	350	225	131	190	91
chr3_56707607_56707753_TASOR-NM_001365638.2	132	102	175	140	346	139	461	110	245	86	720	180	302	389	249	159	205	92
chr3_56716703_56717034_TASOR-NM_001365638.2	146	173	278	277	789	352	789	218	385	168	1188	411	497	827	386	278	388	187
chr3_101443520_101443563_CEP97-NM_024548.4	2	10	5	15	17	13	2	10	2	6	13	19	6	42	10	20	4	7
chr3_101445437_101445580_CEP97-NM_024548.4	5	19	5	36	37	28	6	22	4	20	23	50	13	98	16	52	10	16
chr3_101446226_101446385_CEP97-NM_024548.4	6	31	3	45	51	32	6	36	8	30	40	83	13	113	23	66	16	24
chr3_101447679_101447781_CEP97-NM_024548.4	5	32	1	39	44	31	6	39	9	26	34	81	11	97	29	61	11	23
chr3_101450683_101450797_CEP97-NM_024548.4	6	28	7	52	51	35	5	42	7	27	42	87	13	96	41	74	11	35
chr3_101451331_101451498_CEP97-NM_024548.4	5	32	9	54	63	43	7	48	3	31	42	88	18	109	48	78	13	35
chr3_101474273_101474438_CEP97-NM_024548.4	5	27	14	55	76	47	8	34	5	45	40	90	15	98	38	67	11	41
chr3_101475906_101476040_CEP97-NM_024548.4	6	19	14	62	59	40	8	23	8	41	38	83	27	76	27	62	8	35
chr3_101476477_101477267_CEP97-NM_024548.4	33	90	33	196	169	132	32	110	24	139	129	262	126	296	78	204	38	124
chr3_101476654_101477267_CEP97-NM_001303401.2	33	81	28	167	142	114	30	101	21	121	113	220	109	257	67	177	32	105
chr3_101481328_101481404_CEP97-NM_024548.4	16	16	8	52	39	32	6	24	11	37	40	63	32	88	17	55	7	30
chr3_101483690_101484392_CEP97-NM_024548.4	37	60	32	134	134	110	23	102	22	85	96	212	80	262	66	176	25	108
chr3_120115801_120115843_FSTL1-NM_007085.5	3035	8226	3807	9859	6229	13736	9648	8897	6566	10206	13250	13900	5164	41649	9003	13767	5505	9900
chr3_120118729_120118806_FSTL1-NM_007085.5	3874	9761	4599	11783	7522	16858	11738	11053	8127	12493	16121	17168	6329	52125	11047	16675	6663	12323
chr3_120121654_120121765_FSTL1-NM_007085.5	4216	10558	5035	13112	8620	19113	13568	12405	9675	14245	18531	19733	6828	58209	12839	18618	7215	13077
chr3_120122088_120122201_FSTL1-NM_007085.5	4164	10419	5092	13427	8662	19182	14098	13061	10199	14828	20157	20802	6876	57456	12905	18283	7058	12765
chr3_120123699_120123818_FSTL1-NM_007085.5	3896	10496	5276	14439	8866	19322	14905	13571	10606	15673	20969	21748	6812	53125	12770	17902	6841	12066
chr3_120128378_120128509_FSTL1-NM_007085.5	4335	12319	5791	16485	10411	23329	17103	15361	11828	18388	23711	25516	7626	65927	14641	19858	7935	14137
chr3_120129798_120129831_FSTL1-NM_007085.5	2802	8331	3601	10260	6979	15880	10931	9822	7490	12064	15083	16716	5069	48902	9705	13043	5594	9822
chr3_120130700_120130830_FSTL1-NM_007085.5	4394	11952	5887	15480	11066	25847	16223	15125	11442	18144	23165	25502	7994	81232	14209	19998	8840	15461
chr3_120134769_120134874_FSTL1-NM_007085.5	3702	9265	3944	10104	6923	15908	9306	8645	6935	10536	13168	14379	4979	52087	8069	11680	5776	9779
chr3_120169530_120169593_FSTL1-NM_007085.5	2444	4305	1531	3894	2287	5323	2196	2132	2149	2870	3103	3534	1237	14083	1976	2824	1695	2870
chr3_129694659_129694870_TRH-NM_007117.5	2	5	3	16	61	140	5	7	20	133	1	0	20	69	173	140	0	1
chr3_129695541_129696056_TRH-NM_007117.5	6	7	13	32	125	341	25	20	57	332	3	2	48	199	392	358	0	0
chr3_140660896_140660937_SLC25A36-NM_001104647.3	11	44	43	46	87	127	52	44	17	39	87	92	65	315	52	69	43	55
chr3_140675368_140675533_SLC25A36-NM_001104647.3	26	136	87	158	186	254	125	113	51	105	220	220	171	668	122	151	82	133
chr3_140678304_140678382_SLC25A36-NM_001104647.3	20	109	63	139	132	165	89	81	29	92	175	174	128	425	86	109	66	99
chr3_140681968_140682069_SLC25A36-NM_001104647.3	18	116	66	156	140	185	100	95	35	98	194	186	135	437	72	129	66	115
chr3_140689768_140689835_SLC25A36-NM_001104647.3	14	110	61	132	118	128	76	93	36	86	154	125	124	392	75	148	51	81
chr3_140692557_140692847_SLC25A36-NM_001104647.3	34	245	104	272	248	330	180	232	68	195	354	354	285	920	194	276	125	200
chr3_140695101_140695292_SLC25A36-NM_001104647.3	45	192	80	219	227	298	184	199	49	138	305	322	250	691	172	239	104	166
chr3_140695104_140695292_SLC25A36-NM_018155.3	44	192	80	218	227	298	184	199	49	138	304	322	250	691	172	239	104	166
chr4_4861626_4862095_MSX1-NM_002448.3	194	431	138	388	820	1143	3119	435	979	1133	1466	842	311	2029	114	45	343	693
chr4_4864427_4864867_MSX1-NM_002448.3	215	501	187	469	1024	1247	3796	523	1255	1441	1752	1604	391	2613	181	71	464	722
chr4_57333801_57333910_SRP72-NM_006947.4	225	291	456	429	862	596	1132	401	580	325	1684	794	1095	2189	855	678	1102	545
chr4_57335818_57335939_SRP72-NM_006947.4	340	448	707	712	1538	1056	1950	674	1011	570	3017	1397	1779	3703	1488	1149	1822	928
chr4_57337885_57338009_SRP72-NM_006947.4	263	377	556	617	1366	885	1800	652	959	549	3061	1243	1544	3004	1309	991	1407	756
chr4_57340219_57340363_SRP72-NM_006947.4	351	537	729	829	1608	991	2568	870	1229	692	4105	1617	2008	3508	1613	1304	1598	883
chr4_57340445_57340557_SRP72-NM_006947.4	352	486	671	732	1348	803	2245	764	1045	625	3510	1441	1743	2994	1436	1141	1420	804
chr4_57342836_57342868_SRP72-NM_006947.4	250	323	492	497	842	523	1453	537	725	452	2456	976	1200	2146	992	753	915	566
chr4_57344544_57344669_SRP72-NM_006947.4	396	477	716	661	1154	696	2045	782	1008	671	3639	1470	1729	2949	1376	1077	1320	805
chr4_57344757_57344815_SRP72-NM_006947.4	319	354	521	447	815	469	1517	561	746	472	2716	1086	1251	2239	975	764	923	582
chr4_57349304_57349436_SRP72-NM_006947.4	452	509	716	666	1221	774	2182	821	1090	648	3886	1564	1825	3339	1498	1158	1459	867
chr4_57350901_57351030_SRP72-NM_006947.4	508	507	764	757	1277	857	2271	840	1162	696	3933	1664	2071	3616	1677	1230	1691	979
chr4_57352490_57352563_SRP72-NM_006947.4	357	335	516	531	912	620	1636	637	832	512	2800	1239	1515	2602	1211	862	1192	712
chr4_57354114_57354179_SRP72-NM_006947.4	275	314	472	513	881	611	1531	618	816	499	2553	1081	1428	2325	1158	848	1064	626
chr4_57355553_57355649_SRP72-NM_006947.4	295	343	457	527	899	651	1755	651	911	503	2870	1111	1523	2404	1307	988	1133	628
chr4_57356498_57356602_SRP72-NM_006947.4	365	440	542	629	1044	766	2181	768	1105	618	3352	1295	1797	2840	1540	1204	1313	774
chr4_57356733_57356811_SRP72-NM_006947.4	353	455	537	591	1099	737	2201	759	1063	621	3304	1310	1804	2715	1517	1174	1368	829
chr4_57357596_57357734_SRP72-NM_006947.4	396	577	688	782	1979	1260	3061	951	1376	776	4183	1736	2387	3661	1989	1506	1759	969
chr4_57361522_57361560_SRP72-NM_006947.4	312	380	490	593	1819	1074	2296	684	921	530	3015	1224	1828	2772	1368	1106	1255	624
chr4_57366701_57366861_SRP72-NM_006947.4	439	631	776	892	2538	1542	3532	1083	1450	823	4616	1877	2756	4251	2144	1650	1894	978
chr4_57367849_57368024_SRP72-NM_006947.4	360	531	653	740	1529	934	2536	851	1186	694	3659	1572	2168	3369	1672	1364	1635	888
chr4_74902981_74902994_CXCL3-NM_002090.3	247	8	225	16	1818	10	1653	18	1702	10	14874	8	775	30	656	95	3818	15
chr4_74903809_74903893_CXCL3-NM_002090.3	291	11	277	21	2356	14	1810	23	1804	10	16658	10	920	43	741	106	4541	15
chr4_74904006_74904130_CXCL3-NM_002090.3	328	13	284	18	2732	19	1874	21	1846	11	16961	8	947	40	783	98	5208	16
chr4_74904228_74904328_CXCL3-NM_002090.3	344	8	276	30	2543	14	1940	19	1709	11	15350	9	942	40	770	90	5086	13
chr4_103806392_103806485_SLC9B1-NM_001100874.3	76	143	154	180	262	265	235	218	141	168	464	482	246	1085	187	273	361	315
chr4_103822276_103822489_SLC9B1-NM_139173.4	0	1	1	2	3	0	3	0	0	0	2	0	2	8	1	0	1	0
chr4_103826670_103826807_SLC9B1-NM_001100874.3	2	3	0	1	7	0	5	0	0	0	4	0	2	6	2	1	3	0
chr4_103827692_103827801_SLC9B1-NM_001100874.3	2	2	2	0	10	0	6	0	0	1	4	0	6	9	1	1	1	0
chr4_103831595_103831745_SLC9B1-NM_001100874.3	1	1	3	1	7	4	8	0	1	1	6	0	12	24	0	3	3	0
chr4_103832587_103832694_SLC9B1-NM_001100874.3	4	0	3	0	4	7	8	2	1	1	5	1	9	21	0	4	3	1
chr4_103853280_103853456_SLC9B1-NM_001100874.3	4	0	5	3	3	5	14	2	1	1	2	5	10	31	1	2	5	2
chr4_103866349_103866477_SLC9B1-NM_001100874.3	3	0	1	1	0	2	12	1	0	1	0	2	1	2	1	1	5	2
chr4_103867803_103867946_SLC9B1-NM_001100874.3	1	1	3	0	3	0	10	0	0	0	0	0	2	0	1	0	0	0
chr4_103870413_103870584_SLC9B1-NM_001100874.3	5	1	3	0	4	3	7	1	0	0	0	0	4	5	3	1	4	0
chr4_103910956_103911098_SLC9B1-NM_001100874.3	4	1	2	2	3	1	18	2	5	1	0	2	1	2	4	0	3	2
chr4_103912799_103912868_SLC9B1-NM_001100874.3	1	1	2	3	4	4	11	2	1	1	2	5	1	17	2	0	4	1
chr4_106967729_106967837_TBCK-NM_001163436.4	143	71	190	15	535	140	891	116	341	95	917	144	473	217	297	106	349	87
chr4_107016638_107016798_TBCK-NM_001163436.4	185	111	288	26	819	187	1338	149	475	138	1274	227	699	308	426	147	485	131
chr4_107037359_107037535_TBCK-NM_001163436.4	257	125	299	33	997	207	1473	170	589	161	1443	328	778	379	512	185	554	153
chr4_107092251_107092427_TBCK-NM_001163436.4	330	114	0	0	1083	217	1717	187	769	141	1538	338	906	374	547	192	588	155
chr4_107114765_107114927_TBCK-NM_001163436.4	265	92	360	52	913	208	1635	167	696	116	1414	256	815	345	474	144	552	105
chr4_107115874_107115911_TBCK-NM_001163436.4	117	48	161	28	415	124	849	90	371	62	602	130	344	219	230	80	289	49
chr4_107133906_107133992_TBCK-NM_001163436.4	192	57	256	44	658	167	1150	105	524	81	1000	172	543	296	335	110	417	62
chr4_107151519_107151603_TBCK-NM_001163436.4	192	58	305	46	746	172	1209	111	530	106	1128	203	577	323	366	117	413	66
chr4_107152885_107152936_TBCK-NM_001163436.4	155	54	252	37	629	149	1030	93	446	92	941	184	513	258	301	88	351	64
chr4_107154094_107154221_TBCK-NM_001163436.4	248	92	392	65	962	227	1558	141	701	142	1398	272	738	387	486	149	583	111
chr4_107154744_107154807_TBCK-NM_001163436.4	236	78	302	46	836	166	1286	115	578	107	1131	195	589	312	418	138	530	114
chr4_107156425_107156524_TBCK-NM_001163436.4	270	79	330	45	825	165	1292	120	604	112	1178	197	553	301	440	153	519	113
chr4_107157546_107157676_TBCK-NM_001163436.4	306	86	416	60	896	195	1430	113	695	118	1372	227	602	323	487	155	591	117
chr4_107157915_107157965_TBCK-NM_001163436.4	200	51	298	45	575	146	979	74	482	75	968	161	430	190	318	98	393	75
chr4_107163626_107163726_TBCK-NM_001163436.4	259	71	371	46	776	167	1145	98	635	108	1155	203	566	260	401	131	507	90
chr4_107165782_107165921_TBCK-NM_001163436.4	230	79	413	48	807	164	1111	105	707	120	1122	206	653	309	408	147	493	106
chr4_107168295_107168444_TBCK-NM_001163436.4	216	97	385	42	765	138	1162	106	683	123	1086	204	617	380	422	128	442	104
chr4_107169401_107169463_TBCK-NM_001163436.4	192	71	287	24	565	109	870	86	491	84	832	150	489	346	306	89	357	78
chr4_107170077_107170139_TBCK-NM_001163436.4	227	73	311	32	612	115	907	98	541	84	957	158	538	328	316	102	391	70
chr4_107171574_107171635_TBCK-NM_001163436.4	213	80	326	25	524	99	851	86	476	74	848	135	501	309	288	100	370	54
chr4_107173022_107173103_TBCK-NM_001290768.2	237	71	318	25	604	92	927	81	503	85	927	149	528	306	293	107	410	55
chr4_107173022_107173164_TBCK-NM_001163436.4	270	84	387	37	791	129	1186	105	643	101	1151	202	654	375	389	131	487	78
chr4_107173139_107173164_TBCK-NM_001163437.3	170	55	257	24	537	89	809	62	435	66	763	143	435	266	256	84	327	55
chr4_107181593_107181667_TBCK-NM_001163436.4	210	58	249	27	655	108	976	90	499	88	866	184	513	275	345	112	422	69
chr4_107183254_107183369_TBCK-NM_001163436.4	251	61	279	44	715	130	1107	105	527	87	903	187	523	257	350	124	438	84
chr4_107216250_107216323_TBCK-NM_001163436.4	235	66	269	42	608	115	1005	92	441	92	851	153	474	226	315	108	386	64
chr4_107229924_107230117_TBCK-NM_001163436.4	238	97	392	68	879	186	1236	131	553	120	1098	221	631	294	407	118	503	107
chr4_123663047_123665177_BBS12-NM_001178007.1	216	261	393	234	835	311	780	224	489	294	1419	488	912	799	677	248	608	267
chr4_123747930_123748507_FGF2-NM_002006.5	1152	607	770	1004	4545	1566	2942	880	2645	952	3369	1441	1075	2581	768	342	2125	1726
chr4_123748329_123748507_FGF2-NM_001361665.2	972	547	682	891	3824	1317	2831	814	2509	902	3166	1353	1002	2151	722	305	1554	1315
chr4_123797475_123797579_FGF2-NM_002006.5	1486	807	903	1064	4935	1576	3918	1018	3740	1160	4410	1878	1501	3012	1479	493	2865	1728
chr4_123813365_123813548_FGF2-NM_002006.5	2455	1286	1472	1734	6649	2262	6771	1719	6525	2033	7447	3127	2545	4708	2565	874	4800	2748
chr4_128841787_128841991_MFSD8-NM_001371590.1	46	51	92	91	210	79	243	79	133	61	355	112	255	334	217	87	124	62
chr4_128842669_128842926_MFSD8-NM_001371591.1	51	54	110	104	248	91	278	94	157	73	435	143	290	420	239	121	120	57
chr4_128842678_128842926_MFSD8-NM_001371590.1	51	54	110	104	248	91	278	94	157	73	435	142	290	420	239	121	120	57
chr4_128843014_128843118_MFSD8-NM_001371590.1	19	37	36	44	87	58	95	55	65	25	135	81	92	200	91	81	36	27
chr4_128851837_128851972_MFSD8-NM_001371590.1	36	53	93	64	180	85	236	65	109	43	321	105	226	246	151	86	91	40
chr4_128854139_128854248_MFSD8-NM_001371590.1	29	44	99	75	178	85	229	46	105	37	364	98	220	317	140	81	86	34
chr4_128859937_128859991_MFSD8-NM_001371595.1	17	34	68	63	111	57	154	29	74	22	240	74	159	266	90	68	1	1
chr4_128859937_128859993_MFSD8-NM_001371590.1	17	34	68	63	113	58	155	29	75	22	240	74	162	267	90	68	1	1
chr4_128861007_128861152_MFSD8-NM_001371590.1	30	44	64	74	87	78	188	53	66	19	221	81	131	251	79	77	52	6
chr4_128863193_128863313_MFSD8-NM_001371592.1	33	41	59	65	116	68	170	58	77	25	265	96	148	194	102	72	71	23
chr4_128863199_128863313_MFSD8-NM_001371590.1	33	41	59	64	116	68	170	57	77	25	265	96	148	194	102	72	71	23
chr4_128864906_128865147_MFSD8-NM_001371590.1	47	66	92	84	217	100	225	87	133	53	359	149	251	370	167	118	119	48
chr4_128870958_128871002_MFSD8-NM_001371590.1	28	36	52	47	138	48	105	42	74	19	170	65	129	209	84	55	68	33
chr4_128878655_128878674_MFSD8-NM_001371590.1	23	38	48	41	133	48	86	38	82	22	160	63	140	239	82	54	78	40
chr4_128878655_128878747_MFSD8-NM_152778.3	26	41	58	45	159	57	100	47	88	24	182	70	153	273	97	65	84	40
chr4_128886226_128886288_MFSD8-NM_152778.3	14	34	39	29	101	42	63	34	51	15	103	44	103	187	65	44	52	26
chr4_157684244_157684358_PDGFC-NM_016205.3	510	380	781	347	1722	537	1645	363	665	269	2521	896	1027	1967	800	449	1068	634
chr4_157688924_157689142_PDGFC-NM_016205.3	665	481	932	458	2237	684	2097	462	894	363	3340	1148	1296	2433	1104	636	1499	790
chr4_157693837_157694045_PDGFC-NM_016205.3	646	438	777	422	1887	606	1769	413	811	307	2777	1069	1087	2240	934	578	1236	736
chr4_157731988_157732169_PDGFC-NM_016205.3	322	372	423	336	1436	523	1363	350	690	246	1673	985	910	2165	670	494	780	625
chr4_157771372_157771568_PDGFC-NM_016205.3	286	332	360	327	1264	459	1075	309	460	177	1321	863	895	1996	516	458	598	534
chr4_157891937_157892055_PDGFC-NM_016205.3	228	234	252	255	959	364	730	224	289	135	840	599	624	1408	364	326	317	481
chr5_68860959_68861015_GTF2H2C-NM_001098728.2	113	131	105	163	351	180	224	165	200	148	332	243	333	1722	185	258	243	347
chr5_68861957_68862035_GTF2H2C-NM_001098728.2	181	194	130	208	520	256	288	197	259	221	426	291	389	2134	225	335	332	489
chr5_68862415_68862452_GTF2H2C-NM_001098728.2	170	144	109	162	391	211	256	156	223	225	337	247	306	1768	172	270	278	427
chr5_68862793_68862880_GTF2H2C-NM_001098728.2	218	172	140	211	554	251	322	211	302	265	497	313	432	2114	242	362	317	495
chr5_68863553_68863604_GTF2H2C-NM_001098728.2	147	114	85	163	358	167	232	131	222	196	347	224	314	1380	173	253	194	315
chr5_68863979_68864034_GTF2H2C-NM_001098728.2	111	102	86	170	317	160	219	136	239	171	358	214	282	1120	163	237	176	243
chr5_68868271_68868377_GTF2H2C-NM_001098728.2	108	116	103	233	378	179	310	148	305	196	448	264	296	1014	189	271	178	226
chr5_68874538_68874629_GTF2H2C-NM_001098728.2	126	123	94	213	356	163	331	130	297	221	423	285	283	932	159	251	174	186
chr5_68874847_68874935_GTF2H2C-NM_001098728.2	104	99	75	167	272	140	285	103	249	194	364	274	259	852	116	227	152	188
chr5_68875583_68875691_GTF2H2C-NM_001098728.2	130	103	80	179	325	170	316	122	301	216	408	294	251	903	124	232	189	204
chr5_68878192_68878256_GTF2H2C-NM_001098728.2	95	93	60	166	288	168	314	144	272	178	400	266	195	855	109	219	172	210
chr5_68881420_68881524_GTF2H2C-NM_001098728.2	155	154	79	194	382	199	398	189	325	214	514	365	262	1212	150	280	229	299
chr5_68882080_68882183_GTF2H2C-NM_001098728.2	182	139	79	160	350	180	383	178	272	158	501	346	252	1280	127	234	208	307
chr5_68886154_68886194_GTF2H2C-NM_001098728.2	174	88	60	114	280	149	313	113	209	140	373	232	200	1118	103	171	143	270
chr5_68887905_68888022_GTF2H2C-NM_001098728.2	193	115	84	134	364	199	394	145	270	168	448	306	256	1559	141	207	187	326
chr5_79783942_79783967_FAM151B-NM_205548.3	1	2	3	6	9	10	17	4	4	4	20	11	16	40	4	9	4	10
chr5_79797610_79797736_FAM151B-NM_205548.3	4	7	12	9	19	15	39	7	7	9	69	24	41	99	10	10	20	15
chr5_79809422_79809588_FAM151B-NM_205548.3	11	9	15	12	36	14	37	18	14	26	64	37	50	164	9	21	22	11
chr5_79815511_79815729_FAM151B-NM_205548.3	20	20	39	10	23	23	45	19	17	30	117	39	74	129	55	19	52	17
chr5_79817821_79817957_FAM151B-NM_205548.3	13	12	33	6	12	18	35	9	11	12	87	29	48	59	43	16	39	16
chr5_79837491_79837648_FAM151B-NM_205548.3	9	11	13	4	19	11	24	10	9	13	79	16	52	58	36	17	39	4
chr5_139938172_139938406_APBB3-NM_133174.2	664	44	431	125	1273	132	1666	115	2566	101	1457	202	1266	595	471	156	2443	89
chr5_139939897_139940089_APBB3-NM_133174.2	788	62	469	166	1566	169	2049	157	3307	114	1673	211	1468	597	549	138	3014	101
chr5_139940223_139940339_APBB3-NM_133174.2	739	62	411	140	1384	139	1794	129	2890	106	1484	195	1268	496	479	122	2753	95
chr5_139940602_139940686_APBB3-NM_133174.2	656	60	342	130	1177	118	1421	105	2396	96	1210	166	1119	447	446	115	2312	96
chr5_139940949_139941034_APBB3-NM_133174.2	642	50	306	137	1202	122	1432	102	2432	94	1259	163	1112	529	430	119	2336	96
chr5_139941171_139941286_APBB3-NM_133174.2	653	55	401	143	1281	128	1588	113	2684	98	1320	170	1275	579	486	139	2427	113
chr5_139941171_139941307_APBB3-NM_133172.2	673	58	411	150	1302	130	1621	125	2745	104	1346	182	1297	611	496	149	2484	126
chr5_139941428_139941434_APBB3-NM_133173.2	326	13	216	55	556	34	672	53	1161	27	616	62	661	198	221	41	1216	41
chr5_139941684_139941812_APBB3-NM_133174.2	816	46	507	141	1379	124	1544	100	2740	86	1402	178	1500	799	453	127	2821	121
chr5_139941937_139942084_APBB3-NM_133174.2	854	62	560	144	1389	135	1477	99	2767	91	1363	183	1596	818	427	119	2782	124
chr5_139942247_139942308_APBB3-NM_133174.2	411	46	299	101	740	77	838	59	1606	62	732	95	872	439	220	76	1549	75
chr5_139943178_139943255_APBB3-NM_133174.2	474	36	340	92	873	92	827	57	1486	59	743	104	884	460	260	80	1597	64
